METHOD PATH                                                    ROLE                      SOURCE:LINE
POST   /api/v1/llm-model-profiles                              CVM_ADMIN                 cvm-api/src/main/java/com/ahs/cvm/api/modelprofile/LlmModelProfilesController.java:48
POST   /api/v1/mitigations/{id}/verify-fix                     ?                         cvm-api/src/main/java/com/ahs/cvm/api/fixverify/FixVerificationController.java:33
POST   /api/v1/pipeline/gate                                   ?                         cvm-api/src/main/java/com/ahs/cvm/api/pipeline/PipelineGateController.java:32
POST   /api/v1/products                                        CVM_ADMIN                 cvm-api/src/main/java/com/ahs/cvm/api/product/ProductsController.java:59
POST   /api/v1/products/{productId}/versions                   CVM_ADMIN                 cvm-api/src/main/java/com/ahs/cvm/api/product/ProductsController.java:76
POST   /api/v1/profiles/{profileVersionId}/approve             ?                         cvm-api/src/main/java/com/ahs/cvm/api/profile/ProfileController.java:70
POST   /api/v1/reports/hardening                               ?                         cvm-api/src/main/java/com/ahs/cvm/api/report/ReportsController.java:51
POST   /api/v1/rules                                           ?                         cvm-api/src/main/java/com/ahs/cvm/api/rules/RulesController.java:45
POST   /api/v1/rules/suggestions/{id}/approve                  CVM_ADMIN                 cvm-api/src/main/java/com/ahs/cvm/api/rulesuggestion/RuleSuggestionsController.java:38
POST   /api/v1/rules/suggestions/{id}/reject                   CVM_ADMIN                 cvm-api/src/main/java/com/ahs/cvm/api/rulesuggestion/RuleSuggestionsController.java:47
POST   /api/v1/rules/{ruleId}/activate                         ?                         cvm-api/src/main/java/com/ahs/cvm/api/rules/RulesController.java:65
POST   /api/v1/rules/{ruleId}/dry-run                          ?                         cvm-api/src/main/java/com/ahs/cvm/api/rules/RulesController.java:74
POST   /api/v1/scansapplication/json                           ?                         cvm-api/src/main/java/com/ahs/cvm/api/scan/ScanController.java:54
POST   /api/v1/scansmultipart/form-data                        ?                         cvm-api/src/main/java/com/ahs/cvm/api/scan/ScanController.java:33
POST   /api/v1/vex/import                                      ?                         cvm-api/src/main/java/com/ahs/cvm/api/vex/VexController.java:70
POST   /api/v1/vex/import                                      ?                         cvm-api/src/main/java/com/ahs/cvm/api/vex/VexController.java:90
POST   /api/v1/waivers                                         ?                         cvm-api/src/main/java/com/ahs/cvm/api/waiver/WaiverController.java:38
POST   /api/v1/waivers/{id}/extend                             ?                         cvm-api/src/main/java/com/ahs/cvm/api/waiver/WaiverController.java:47
POST   /api/v1/waivers/{id}/revoke                             ?                         cvm-api/src/main/java/com/ahs/cvm/api/waiver/WaiverController.java:55
POST   /api/v1multipart/form-data                              CVM_ADMIN                 cvm-api/src/main/java/com/ahs/cvm/api/branding/BrandingController.java:69
